"诊疗编码","诊疗名称","险种限制","机构限制","就医限制","专科限制","性别限制","年龄限制","疾病限制","人次限制","次数限制","数量限制","额度限制","疗程限制","领域标识"
"003115010020100","精神科B类量表测查(阳性和阴性精神症状评定(PANSS)量表)","","","","(精神|心理)","","","",,,,,,"精神治疗"
"003115030190000","暗示治疗","","","","(精神|心理)","","","",,1,,,,"精神治疗"
"003115010011000","精神科A类量表测查(药物副作用量表)","","","","(精神|心理)","","","",,,,,,"精神治疗"
"003115030040000","电休克治疗","","","","(精神|心理)","","","",,,,,,"精神治疗"
"003115010030900","精神科C类量表测查(韦氏智力测验)","","","","(精神|心理)","","","",3,,,,,"精神治疗"
"003115010031400","精神科C类量表测查(卡特尔16项人格测验)","","","","(精神|心理)","","","",,,,,,"精神治疗"
"003115020030000","尿MHPG测定","","","","(精神|心理)","","","",,,,,,"精神治疗"
"003402000220000","轮椅功能训练","","","","(康复)","","","",30,,,,,"康复治疗"
"003115010020800","精神科B类量表测查(标准化现状检查)","","","","(精神|心理)","","","",3,,,,,"精神治疗"
"003402000320000","职业功能训练","","","","(康复)","","","",90,,,,,"康复治疗"
"003115010020000","精神科B类量表测查","","","","(精神|心理)","","小儿","",3,,,,,"精神治疗"
"003402000390000","康复评定","","","","(康复)","","","",3,,,,,"康复治疗"
"001102000000300","诊查费(营养咨询)","","","","(营养)","","","",,,,,,"一般诊疗"
"003115010020300","精神科B类量表测查(紧张性生活事件评定量表)","","","","(精神|心理)","","","",3,,,,,"精神治疗"
"003115030250000","麻醉分析","","","","(精神|心理)","","","",,,,,,"精神治疗"
"003115010011700","精神科A类量表测查(简明心理状况测验(MMSE))","","","","(精神|心理)","","","",,,,,,"精神治疗"
"003115030290000","厌恶治疗","","","","(精神|心理)","","","",,,,,,"精神治疗"
"003115010012000","精神科A类量表测查(认知方式测定)","","","","(精神|心理)","","","",3,,,,,"精神治疗"
"003115010020400","精神科B类量表测查(老年认知功能量表(SECC))","","","","(精神|心理)","","","",,,,,,"精神治疗"
"003115010030400","精神科C类量表测查(现状精神病症状检查(PSE))","","","","(精神|心理)","","","",,,,,,"精神治疗"
"003115010011100","精神科A类量表测查(不自主运动评定量表)","","","","(精神|心理)","","","",,,,,,"精神治疗"
"003115010032000","精神科C类量表测查(儿童发育量表(PEP))","","","","(精神|心理)","","","",3,,,,,"精神治疗"
"003115010013200","精神科A类量表测查(日常生活能力评定量表)","","","","(精神|心理)","","","",,,,,,"精神治疗"
"003115010010900","精神科A类量表测查(临床总体印象量表(CGI))","","","","(精神|心理)","","","",,,,,,"精神治疗"
"003115010021300","精神科B类量表测查(瑞文智力测定)","","","","(精神|心理)","","","",3,,,,,"精神治疗"
"003402000420000","截瘫肢体综合训练","","","","(康复)","","","(肌肉瘫痪|偏瘫)",90,,,,,"康复治疗"
"003115010030100","精神科C类量表测查(阳性症状评定量表(SAPS))","","","","(精神|心理)","","","",,,,,,"精神治疗"
"003115010030500","精神科C类量表测查(症状自评量表)","","","","(精神|心理)","","","",,,,,,"精神治疗"
"003402000250000","手功能训练","","","","(康复)","","","(手功能障碍)",90,,,,,"康复治疗"
"003115010021000","精神科B类量表测查(艾森克人格测定(少年版))","","","","(精神|心理)","","","",3,,,,,"精神治疗"
"003115030160000","工娱治疗","","","","(精神|心理)","","","",,1,,,,"精神治疗"
"003402000120100","认知知觉功能检查(计算定向思维推理检查)","","","","(康复)","","","(认知功能障碍|知觉功能障碍)",12,,,,,"康复治疗"
"003402000260200","关节松动训练(大关节)","","","","(康复)","","","(关节功能障碍)",90,,,,,"康复治疗"
"003115010031900","精神科C类量表测查(韦氏智力测定(学前、学龄))","","","","(精神|心理)","","","",3,,,,,"精神治疗"
"003402000410000","脑瘫肢体综合训练","","","","(康复)","","小儿","(脑瘫)",24,,,,,"康复治疗"
"003402000240000","平衡功能训练","","","","(康复)","","","(平衡功能障碍)",90,,,,,"康复治疗"
"003115010012700","精神科A类量表测查(注意分配测定)","","","","(精神|心理)","","","",,,,,,"精神治疗"
"003115010010500","精神科A类量表测查(艾森贝格(Asberg)抗抑郁剂副反应量表)","","","","(精神|心理)","","","",,,,,,"精神治疗"
"003115010031000","精神科C类量表测查(神经心理测验)","","","","(精神|心理)","","","",3,,,,,"精神治疗"
"001102000000100","诊查费(营养状况评估)","","","","(营养)","","","",,,,,,"一般诊疗"
"003115010012200","精神科A类量表测查(儿童内外控量表)","","","","(精神|心理)","","小儿","",,,,,,"精神治疗"
"003115010010100","精神科A类量表测查(宗(Zung)氏焦虑自评量表)","","","","(精神|心理)","","","",,,,,,"精神治疗"
"003115030060000","暴露疗法和半暴露疗法","","","","(精神|心理)","","","(神经症)",,,,,,"精神治疗"
"003115030100000","脑电生物反馈治疗","","","","(精神|心理)","","","",,1,,,,"精神治疗"
"003115010010700","精神科A类量表测查(简明精神病评定量表(BPRS))","","","","(精神|心理)","","","",,,,,,"精神治疗"
"003115010012600","精神科A类量表测查(注意广度测定表)","","","","(精神|心理)","","","",,,,,,"精神治疗"
"003115010020700","精神科B类量表测查(社会功能缺陷筛选量表)","","","","(精神|心理)","","","",3,,,,,"精神治疗"
"003312040130100","阴茎畸型整形术(阴茎弯曲矫正)","","","","","男性","","",,,,,,"泌尿"
"003312010010000","前列腺癌根治术","","","","","男性","","",,,,,,"泌尿"
"003312040140100","阴茎延长术(阴茎加粗)","","","","","男性","","",,,,,,"泌尿"
"003312020080000","睾丸附件扭转探查术","","","","","女性","","",,,1,,,"泌尿"
"003314000120100","剖宫产术(古典式)","","","","","女性","","",,,,,,"妇科"
"003112010460000","阴道内人工授精术","","","","","女性","","",,,,,,"妇科"
"003313030230200","子宫悬吊术(阴道残端悬吊术)","","","","","女性","","",,,,,,"妇科"
"003313040150000","全阴道切除术","","","","","女性","","",,,,,,"妇科"
"003112010700000","胚胎评分","","","","","女性","","",,,,,,"妇科"
"003311040160000","会阴阴囊皮瓣尿道成型术","","","","","女性","","",,,,,,"妇科"
"003111000050000","阴茎勃起神经检查","","","","","男性","","",,,,,,"泌尿"
"002504040080000","前列腺酸性磷酸酶测定(PAP)","","","","","男性","","",,,,,,"化验"
"003313040020000","阴道裂伤缝合术","","","","","女性","","",,,,,,"妇科"
"002501040130000","前列腺液常规检查","","","","","男性","","",,,,,,"化验"
"002504040080100","前列腺酸性磷酸酶测定(化学发光法)","","","","","男性","","",,,,,,"化验"
"002504040070000","复合前列腺特异性抗原(CPSA)测定","","","","","男性","","",,,,,,"化验"
"003313040030000","阴道扩张术","","","","","女性","","",,,,,,"妇科"
"002302000520000","阴囊显象","","","","","男性","","(睾丸扭转|附睾炎)",,,,,,"放射"
"003111000160000","前列腺注射","","","","","男性","","",,,,,,"泌尿"
"003312030040000","精索静脉瘤切除术","","","","","男性","","",,,,,,"泌尿"
"003112010650000","早孕期经腹绒毛取材术","","","","","女性","","",,,,,,"妇科"
"003313030090000","子宫颈截除术","","","","","女性","","",,,,,,"妇科"
"003111000090000","阴茎海绵体内药物注射","","","","","男性","","",,,,,,"泌尿"
"003112010150200","子宫输卵管通液术(注药)","","","","","女性","","",,,,,,"妇科"
"003313030230300","子宫悬吊术(盆底重建术)","","","","","女性","","",,,,,,"妇科"
"003313030220000","子宫动脉结扎术","","","","","女性","","",,,,,,"妇科"
"003313040070200","阴道良性肿物切除术(阴道结节)","","","","","女性","","",,,,,,"妇科"
"003310040280200","尾路肛门成形术(直肠阴道瘘修补)","","","","","女性","","",,,,,,"妇科"
"003313040120000","阴道中隔成形术","","","","","女性","","",,,,,,"妇科"
"003111000060300","睾丸阴茎海绵体活检术(取精)","","","","","男性","","",,,,,,"泌尿"
"003313030010100","宫颈息肉切除术(子宫内膜息肉)","","","","","女性","","",,,,,,"妇科"
"002507000130000","染色体分析","","","","","女性","","",,,,,,"化验"
"003112010090000","宫颈注射","","","","","女性","","",,,,,,"妇科"
"003107020040000","射频消融术","","","","","女性","","",,,,,,"介入治疗"
"003111000040000","阴茎超声血流图检查","","","","","男性","","",,,,,,"泌尿"
"003311030260000","经尿道膀胱肿瘤特殊治疗","","","","","男性","","(膀胱肿瘤|膀胱肿癌|膀胱炎)",,,,,,"妇科"
"003313050030000","陈旧性会阴Ⅲ度裂伤缝合术","","","","","女性","","",,,,,,"妇科"
"003314000130000","剖宫产术中子宫全切术","","","","","女性","","",,,,,,"妇科"
"003313020040100","输卵管切除术(宫外孕的各类手术(如输卵管开窗术))","","","","","女性","","",,,,,,"妇科"
"003313030190000","子宫整形术","","","","","女性","","",,,,,,"妇科"
"003310040300000","会阴成形直肠前庭瘘修补术","","","","","女性","","",,,,,,"妇科"
"002504040080200","前列腺酸性磷酸酶测定(各种免疫学方法)","","","","","男性","","",,,,,,"化验"
"003313020070000","输卵管选择性插管术","","","","","女性","","",,,,,,"妇科"
"002202010020600","B超常规检查(产科)","","","","","女性","","",,,,,,"B超"
"003112010530003","人工流产术(哺乳期子宫)","","","","","女性","","",,,,,,"妇科"
"003313030190100","子宫整形术(纵隔切除)","","","","","女性","","",,,,,,"妇科"
"003313040100000","阴道壁血肿切开术","","","","","女性","","",,,,,,"妇科"
"003313010020000","卵巢囊肿剔除术","","","","","女性","","",,,1,,,"妇科"
"003112010530004","人工流产术(钳刮术)","","","","","女性","","",,,,,,"妇科"
"003313030020000","宫颈肌瘤剔除术","","","","","女性","","",,,,,,"妇科"
"003313010020100","卵巢囊肿剔除术(烧灼术)","","","","","女性","","",,,1,,,"妇科"
"002504040060000","游离前列腺特异性抗原测定(FPSA)","","","","","男性","","",,,,,,"化验"
"003312010050000","前列腺脓肿切开术","","","","","男性","","",,,,,,"泌尿"
"003313040090000","阴道直肠瘘修补术","","","","","女性","","",,,,,,"妇科"
"003112010530002","人工流产术(疤痕子宫)","","","","","女性","","",,,,,,"妇科"
"003312040020000","包皮环切术","","","","","男性","","",,,,,,"泌尿"
"003112010140000","子宫直肠凹封闭术","","","","","女性","","",,,,,,"妇科"
"003313030100000","子宫修补术","","","","","女性","","",,,,,,"妇科"
"003312040110000","阴茎再造术","","","","","男性","","",,,,,,"泌尿"
"003111000060100","睾丸阴茎海绵体活检术(穿刺)","","","","","男性","","",,,,,,"泌尿"
"003112010010200","荧光检查(阴道)","","","","","女性","","",,,,,,"泌尿"
"002504020220000","抗卵巢抗体测定","","","","","女性","","",,,,,,"化验"
"003313010010000","经阴道卵巢囊肿穿刺术","","","","","女性","","",,,1,,,"妇科"
"003313040140000","阴道缩紧术","","","","","女性","","",,,,,,"妇科"
"002702000040300","脱落细胞学检查与诊断(阴道)","","","","","女性","","",,,,,,"病理"
"003111000170000","前列腺特殊治疗","","","","","男性","","(前列腺炎|前列腺增生)",,,,,,"泌尿"
"003316010160000","乳腺癌保乳术+即刻乳房修复术","","","","","女性","","",,,,,,"普外"
"003312040070000","阴茎部分切除术","","","","","男性","","",,,,,,"泌尿"
"003313060050000","经宫腔镜输卵管插管术","","","","","女性","","",,,,,,"妇科"
"332203029030000","早孕期胎儿结构超声筛查","","","","","女性","","",,,,,,"一般诊疗"
"003313060080000","经宫腔镜子宫肌瘤切除术","","","","","女性","","",,,,,,"妇科"
"003313050020000","陈旧性会阴裂伤修补术","","","","","女性","","",,,,,,"妇科"
"003310070150100","胰腺移植术(胎儿胰腺移植术)","","","","","女性","","",,,,,,"妇科"
"003112010160000","子宫内翻复位术","","","","","女性","","",,,,,,"妇科"
"003313010040200","卵巢楔形切除术(多囊卵巢打孔术)","","","","","女性","","",,,1,,,"妇科"
"003313050080000","单纯性外阴切除术","","","","","女性","","",,,,,,"妇科"
"003313040130100","后穹窿损伤缝合术(阴道后穹窿切开引流术)","","","","","女性","","",,,,,,"妇科"
"002101030300000","子宫造影","","","","","女性","","",,1,1,,,"放射"
"003312040160000","尿道阴茎海绵体分流术","","","","","男性","","",,,,,,"泌尿"
"003314000070400","难产接生(胎头旋转)","","","","","女性","","",,,,,,"妇科"
"003112010400000","胚胎培养","","","","","女性","","",,,,,,"妇科"
"003315010110000","骶骨肿瘤骶骨部分切除术","","","","","女性","","",,,,,,"妇科"
"002503100370000","孕酮测定","","","","","女性","","",,,,,,"化验"
"003312040070100","阴茎部分切除术(阴茎癌切除术)","","","","","男性","","",,,,,,"泌尿"
"003314000120200","剖宫产术(子宫下段)","","","","","女性","","",,,,,,"妇科"
"003303000160000","胎儿甲状腺移植术","","","","","女性","","",,,,,,"一般诊疗"
"003111000060000","睾丸阴茎海绵体活检术","","","","","男性","","",,,,,,"泌尿"
"003310040290000","会阴肛门成形术","","","","","女性","","",,,,,,"妇科"
"002203020110100","腔内彩色多普勒超声检查(经阴道)","","","","","女性","","",,1,,,,"B超"
"002302000510000","阴道尿道瘘显象","","","","","女性","","",,,,,,"放射"
"003313030230100","子宫悬吊术(阴道吊带术)","","","","","女性","","",,,,,,"妇科"
"002504020940000","抗胎盘合体滋养层细胞抗体测定","","","","","女性","","",,,,,,"化验"
"003112010080200","宫颈活检术(阴道囊肿穿刺术)","","","","","女性","","",,,,,,"妇科"
"003312040130000","阴茎畸型整形术","","","","","男性","","",,,,,,"泌尿"
"002504040050000","总前列腺特异性抗原测定(TPSA)","","","","","男性","","",,,,,,"化验"
"003112010760000","卵巢组织冷冻保存","","","","","女性","","",,,,,,"妇科"
"003111000140000","前列腺针吸细胞学活检术","","","","","男性","","",,,,,,"泌尿"
"003312040190200","阴茎静脉结扎术(背深静脉)","","","","","男性","","",,,,,,"泌尿"
"003111000210000","阴茎长度测量","","","","","男性","","",,,,,,"泌尿"
"003112010020000","外阴活检术","","","","","女性","","",,,,,,"妇科"
"003310080060000","会阴疝修补术","","","","","女性","","",,,,,,"妇科"
"003112010150000","子宫输卵管通液术","","","","","女性","","",,1,,,,"妇科"
"003112010030100","外阴病光照射治疗(光谱治疗)","","","","","女性","","",,,,,,"妇科"
"002504040050100","总前列腺特异性抗原测定(TPSA)(各种免疫学方法)","","","","","男性","","",,,,,,"化验"
"003112010130000","子宫内膜活检术","","","","","女性","","",,,,,,"妇科"
"003312010070000","经尿道前列腺气囊扩张术","","","","","男性","","",,,,,,"泌尿"
"003312040030000","阴茎包皮过短整形术","","","","","男性","","",,,,,,"泌尿"
"003313010050000","卵巢切除术","","","","","女性","","",,,1,,,"妇科"
"003312010020000","耻骨上前列腺切除术","","","","","男性","","",,,,,,"泌尿"
"003316010090000","乳房再造术II期","","","","","女性","","",,,,,,"普外"
"003112010050000","阴道填塞","","","","","女性","","",,,,,,"妇科"
"003112010040000","阴道镜检查","","","","","女性","","",,,,,,"妇科"
"003201000010000","经皮选择性静脉造影术","","","","","男性","","",,,1,,,"放射"
"003314000070200","难产接生(臀位牵引)","","","","","女性","","",,,,,,"妇科"
"003312040080100","阴茎全切术(阴茎癌切除术)","","","","","男性","","",,,,,,"泌尿"
"003112010710000","胚胎染色体病诊断","","","","","女性","","",,,,,,"妇科"
"003112010670000","经宫腔输卵管镜检查","","","","","女性","","",,,,,,"妇科"
"003112010410000","胚胎移植术","","","","","女性","","",,,,,,"妇科"
"003312040190100","阴茎静脉结扎术(海绵体静脉)","","","","","男性","","",,,,,,"泌尿"
"003312040090001","阴茎阴囊全切(尿路改道术)","","","","","男性","","",,,,,,"泌尿"
"003314000070100","难产接生(臀位助产)","","","","","女性","","",,,,,,"妇科"
"003312020010000","阴囊坏死扩创术","","","","","男性","","",,,,,,"泌尿"
"003313050050300","外阴良性肿物切除术(赘生物)","","","","","女性","","",,,,,,"妇科"
"003313040080000","阴道成形术","","","","","女性","","(尿瘘)",,,,,,"妇科"
"003112010030000","外阴病光照射治疗","","","","","女性","","",,,,,,"妇科"
"002504020620000","抗胎盘抗原抗体检测","","","","","女性","","",,,,,,"化验"
"003112010150100","子宫输卵管通液术(通气)","","","","","女性","","",,,,,,"妇科"
"003313030140000","腹式全子宫切除术","","","","","女性","","",,,,,,"妇科"
"003112010570000","乳房按摩","","","","","女性","","",,,,,,"妇科"
"003112010380000","B超下卵巢囊肿穿刺术","","","","","女性","","",,,,,,"妇科"
"003313050050100","外阴良性肿物切除术(肿瘤)","","","","","女性","","",,,,,,"妇科"
"003111000100100","阴茎赘生物电灼术(冷冻术)","","","","","男性","","",,,,,,"泌尿"
"001304000010000","围产保健访视","","","","","女性","","",,,,,,"一般诊疗"
"003313030110000","经腹子宫肌瘤剔除术","","","","","女性","","",,,,,,"妇科"
"002202020010000","经阴道B超检查","","","","","女性","","",,1,,,,"B超"
"003310040350000","经腹会阴联合直肠内异物取出术","","","","","女性","","",,,,,,"妇科"
"003312020120000","睾丸肿瘤腹膜后淋巴结清扫术","","","","","男性","","",,,1,,,"泌尿"
"003314000120300","剖宫产术(腹膜外剖宫取胎术)","","","","","女性","","",,,,,,"妇科"
"003313010040100","卵巢楔形切除术(卵巢切开探查)","","","","","女性","","",,,1,,,"妇科"
"003111000110000","阴茎动脉测压术","","","","","男性","","",,,,,,"泌尿"
"002202030040000","胎儿生物物理相评分","","","","","女性","","",,,,,,"B超"
"003313060070000","经宫腔镜子宫纵隔切除术","","","","","女性","","",,,,,,"妇科"
"002503100370100","孕酮测定(化学发光法)","","","","","女性","","",,,,,,"化验"
"003112010060000","阴道灌洗上药","","","","","女性","","",,,,,,"妇科"
"003313010090000","卵巢移位术","","","","","女性","","",,,1,,,"妇科"
"002202010060000","输卵管超声造影","","","","","女性","","",,,,,,"B超"
"003313040070100","阴道良性肿物切除术(阴道囊肿切除)","","","","","女性","","",,,,,,"妇科"
"003312010030000","耻骨后前列腺切除术","","","","","男性","","",,,,,,"泌尿"
"003312020040000","阴囊肿物切除术","","","","","男性","","",,,,,,"泌尿"
"003312040060000","阴茎囊肿切除术","","","","","男性","","",,,,,,"泌尿"
"003313040010000","阴道异物取出术","","","","","女性","","",,,,,,"妇科"
"002101030280000","阴茎海绵体造影","","","","","男性","","(动静脉畸形)",,1,,,,"放射"
"003311040010100","尿道修补术(经会阴)","","","","","女性","","",,,,,,"妇科"
"003313020040000","输卵管切除术","","","","","女性","","",,,,,,"妇科"
"003316010090200","乳房再造术II期(大网膜移植)","","","","","女性","","",,,,,,"普外"
"002502020290000","胎儿血红蛋白(HbF)酸洗脱试验","","","","","女性","","",,,,,,"化验"
"003313030270100","热球子宫内膜去除术(电凝术)","","","","","女性","","",,,,,,"妇科"
"003312040010100","嵌顿包茎松解术(包皮扩张分离术)","","","","","男性","","",,,,,,"泌尿"
"003313040050000","阴道横纵膈切开术","","","","","女性","","",,,,,,"妇科"
"003311040160000","会阴阴囊皮瓣尿道成型术","","","","","男性","","",,,,,,"妇科"
"003112010570100","乳房按摩(微波按摩)","","","","","女性","","",,,,,,"妇科"
"002504040040000","碱性胎儿蛋白测定(BFP)","","","","","女性","","",,,,,,"化验"
"002505010390000","细菌性阴道病唾液酸酶测定","","","","","女性","","",,,,,,"化验"
"003313030190200","子宫整形术(残角子宫切除)","","","","","女性","","",,,,,,"妇科"
"003310040110000","经腹会阴直肠癌根治术(Miles手术)","","","","","女性","","",,,,,,"妇科"
"003313030290000","粘膜下子宫肌瘤圈套术","","","","","女性","","",,,,,,"妇科"
"003312040180000","阴茎海绵体分离术","","","","","男性","","",,,,,,"泌尿"
"003315010070000","后路腰椎椎板及附件肿瘤切除术","","","","","女性","","",,,,,,"妇科"
"003312030030000","精索静脉转流术","","","","","男性","","",,,,,,"泌尿"
"002504020230000","抗子宫内膜抗体测定(EMAb)","","","","","女性","","",,,,,,"化验"
"003313050040100","外阴脓肿切开引流术(外阴血肿切开)","","","","","女性","","",,,,,,"妇科"
"001401000040000","离体残肢处理","","","","","女性","","",,,,,,"一般诊疗"
"003312040040000","阴茎外伤清创术","","","","","男性","","",,,,,,"泌尿"
"003313020090000","输卵管宫角植入术","","","","","女性","","",,,,,,"妇科"
"002203010010600","彩色多普勒超声常规检查(产科)","","","","","女性","","",,,,,,"B超"
"003315010050000","胸椎椎板及附件肿瘤切除术","","","","","女性","","",,,,,,"妇科"
"003112010090100","宫颈注射(阴道侧穹窿封闭)","","","","","女性","","",,,,,,"妇科"
"003313040070000","阴道良性肿物切除术","","","","","女性","","",,,,,,"妇科"
"003314000070500","难产接生(产钳助产)","","","","","女性","","",,,,,,"妇科"
"332504010470000","胎盘生长因子检测","","","","","女性","","",,,,,,"化验"
"003312040100000","阴茎重建成形术","","","","","男性","","",,,,,,"泌尿"
"003313050100000","外阴广泛切除+淋巴结清除术","","","","","女性","","",,,,,,"妇科"
"003313030230000","子宫悬吊术","","","","","女性","","",,,,,,"妇科"
"003313040060000","阴道闭锁切开术","","","","","女性","","",,,,,,"妇科"
"003112010570200","乳房按摩(吸乳)","","","","","女性","","",,,,,,"妇科"
"003313020100000","输卵管介入治疗","","","","","女性","","",,,,,,"妇科"
"003316010090100","乳房再造术II期(带血管蒂的肌皮组织移植)","","","","","女性","","",,,,,,"普外"
"003313050090000","外阴局部扩大切除术","","","","","女性","","",,,,,,"妇科"
"003111000130000","B超引导下前列腺活检术","","","","","男性","","",,,,,,"泌尿"
"003112010120000","子宫托治疗","","","","","女性","","",,,,,,"妇科"
"003313020080000","经腹腔镜输卵管高压洗注术","","","","","女性","","",,,,,,"妇科"
"003312010060000","经尿道前列腺电切术","","","","","男性","","",,,,,,"泌尿"
"003313010100000","卵巢移植术","","","","","女性","","",,,,,,"妇科"
"003112010080100","宫颈活检术(阴道壁活检)","","","","","女性","","",,,,,,"妇科"
"003313010040000","卵巢楔形切除术","","","","","女性","","",,,1,,,"妇科"
"003312040170000","阴茎血管重建术","","","","","男性","","",,,,,,"泌尿"
"003112010740000","孕早期绒毛细胞培养","","","","","女性","","",,,,,,"妇科"
"003312030050000","精索静脉曲张栓塞术","","","","","男性","","",,,,,,"泌尿"
"003313010030000","卵巢修补术","","","","","女性","","",,,1,,,"妇科"
"003111000100000","阴茎赘生物电灼术","","","","","男性","","",,,,,,"泌尿"
"333314000200000","剖宫产术后再次妊娠阴道分娩","","","","","女性","","",,,,,,"妇科"
"002501040140000","阴道分泌物检查","","","","","女性","","",,,,,,"化验"
"003313030160000","次广泛子宫切除术","","","","","女性","","",,,,,,"妇科"
"003313030170000","广泛性子宫切除+盆腹腔淋巴结清除术","","","","","女性","","",,,,,,"妇科"
"003313030150000","全子宫+双附件切除术","","","","","女性","","",,,,,,"妇科"
"003313020060000","经输卵管镜插管通水术","","","","","女性","","",,,,,,"妇科"
"003112010690000","胚胎单基因病诊断","","","","","女性","","",,,,,,"妇科"
"003313050050200","外阴良性肿物切除术(囊肿)","","","","","女性","","",,,,,,"妇科"
"003112010630000","冷冻胚胎复苏","","","","","女性","","",,,,,,"妇科"
"003313030130000","阴式全子宫切除术","","","","","女性","","",,,,,,"妇科"
"003310040270000","腹会阴肛门成形术","","","","","女性","","",,,,,,"妇科"
"002503100330100","17α羟孕酮测定(化学发光法)","","","","","女性","","",,,,,,"化验"
"003312040120000","阴茎假体置放术","","","","","男性","","",,,,,,"泌尿"
"002504040050200","总前列腺特异性抗原测定(TPSA)(化学发光法)","","","","","男性","","",,,,,,"化验"
"003312040140200","阴茎延长术(隐匿型延长术)","","","","","男性","","",,,,,,"泌尿"
"003312010080000","经尿道前列腺支架置入术","","","","","男性","","",,,,,,"泌尿"
"003313060030100","宫腔镜检查(幼女阴道异物诊治)","","","","","女性","","",,,,,,"妇科"
"003312040140000","阴茎延长术","","","","","男性","","",,,,,,"泌尿"
"003112010750000","卵巢组织冷冻","","","","","女性","","",,,,,,"妇科"
"003314000100000","手取胎盘术","","","","","女性","","",,,,,,"妇科"
"003313030190300","子宫整形术(畸形子宫矫治)","","","","","女性","","",,,,,,"妇科"
"003313010070000","卵巢癌探查术","","","","","女性","","",,,,,,"妇科"
"003313050010000","外阴损伤缝合术","","","","","女性","","",,,,,,"妇科"
"003313050110000","外阴整形术","","","","","女性","","",,,,,,"妇科"
"003112010030200","外阴病光照射治疗(远红外线治疗)","","","","","女性","","",,,,,,"妇科"
"003311040140000","尿道阴道瘘修补术","","","","","女性","","",,,,,,"妇科"
"003312010040000","前列腺囊肿切除术","","","","","男性","","",,,,,,"泌尿"
"333314000020200","产科陪伴分娩（引产）服务","","","","","女性","","",,,,,,"妇科"
"003314000140000","剖宫产术中子宫次全切术","","","","","女性","","",,,,,,"妇科"
"002503080030000","血清前列腺酸性磷酸酶质量测定","","","","","男性","","",,,,,,"化验"
"003313040040000","阴道疤痕切除术","","","","","女性","","",,,,,,"妇科"
"002504040240000","等克分子前列腺特异抗原测定","","","","","男性","","",,,,,,"化验"
"003112010730000","胎儿细胞制片","","","","","女性","","",,,,,,"妇科"
"003112010520000","葡萄胎刮宫术","","","","","女性","","",,,,,,"妇科"
"003313020010200","输卵管结扎术(经阴道术式)","","","","","女性","","",,,,,,"妇科"
"003313030240000","子宫内翻复位术","","","","","女性","","",,,,,,"妇科"
"003313040110000","阴道前后壁修补术","","","","","女性","","",,,,,,"妇科"
"003312040190000","阴茎静脉结扎术","","","","","男性","","",,,,,,"泌尿"
"003112010440000","输卵管内胚子移植术","","","","","女性","","",,,,,,"妇科"
"002503100330000","17α羟孕酮测定","","","","","女性","","",,,,,,"化验"
"002503100330200","17α羟孕酮测定(各种免疫学方法)","","","","","女性","","",,,,,,"化验"
"003313060090000","经宫腔镜子宫内膜剥离术","","","","","女性","","",,,,,,"妇科"
"003313030120000","子宫次全切除术","","","","","女性","","",,,,,,"妇科"
"003108000050000","血细胞分离单采","","","","","","","(骨髓瘤|白血病|红细胞增多症|血小板增多症)",,,,,,"一般诊疗"
"002403000100000","半身照射","","","","","","","(骨转移)",1,,,,,"放射"
"003109050150000","经皮胆囊超声碎石取石术","","","","","","","(胆囊结石)",,,,,,"一般诊疗"
"003114000530000","翻身床治疗","","","","","","","(烧伤)",,1,,,,"物理治疗"
"003111000030000","夜间阴茎胀大试验","","","","","男性","","",,,,,,"泌尿"
"003313030280100","根治性宫颈切除术(阴道)","","","","","女性","","",,,,,,"妇科"
"001109000010500","套间病房床位费","","","","","女性","","",,,,,,"一般诊疗"
"003313030180000","经腹阴道联合子宫切除术","","","","","女性","","",,,,,,"妇科"
"003312020030000","阴囊成形术","","","","","男性","","",,,,,,"泌尿"
"003312040090000","阴茎阴囊全切术","","","","","男性","","",,,,,,"泌尿"
"003313030270000","热球子宫内膜去除术","","","","","女性","","",,,,,,"妇科"
"003312030140000","显微镜下精索淋巴管静脉吻合术","","","","","男性","","",,,,,,"泌尿"
"003313050040000","外阴脓肿切开引流术","","","","","女性","","",,,,,,"妇科"
"003112010470100","输卵管绝育术(药物粘堵法)","","","","","女性","","",,,,,,"妇科"
"003112010630100","冷冻胚胎复苏(精液冷冻复苏)","","","","","女性","","",,,,,,"妇科"
"002504040060200","游离前列腺特异性抗原测定(FPSA)(化学发光法)","","","","","男性","","",,,,,,"化验"
"003313030060000","非孕期子宫内口矫正术","","","","","女性","","",,,,,,"妇科"
"003311040170000","尿道会阴造口术","","","","","女性","","",,,,,,"妇科"
"003316010040000","单纯乳房切除术","","","","","女性","","",,,1,,,"普外"
"003312020020000","阴囊脓肿引流术","","","","","男性","","",,,,,,"泌尿"
"003111000120000","阴茎海绵体灌流治疗术","","","","","男性","","",,,,,,"泌尿"
"003112010600000","体外受精早期胚胎辅助孵化","","","","","女性","","",,,,,,"妇科"
"003313020050000","输卵管移植术","","","","","女性","","",,,,,,"妇科"
"003312040150000","阴茎阴囊移位整形术","","","","","男性","","",,,,,,"泌尿"
"003111000060200","睾丸阴茎海绵体活检术(切开)","","","","","男性","","",,,,,,"泌尿"
"003314000070300","难产接生(胎头吸引)","","","","","女性","","",,,,,,"妇科"
"003312020020100","阴囊脓肿引流术(血肿清除引流)","","","","","男性","","",,,,,,"泌尿"
"003313020100100","输卵管介入治疗(输卵管积水穿刺)","","","","","女性","","",,,,,,"妇科"
